Locutor	Locución	Sarcasmo	Utsumi	hipérbole	Haverkate	Grice	Nakamura	Acto de habla
slater	Es Slater a secas y esperé. ¿Perdona, vamos a tener un problema tú y yo?	false		false				
cyril	Ray. ¿Lo ves?	false		false				
animador	Espera Vivian, te comunicamos con un representante y saludarás a él. Gracias por comprar con nosotros y felicitaciones por estos aretes faux de cuatorce quilates. A ese precio fue prácticamente un robo	false		false				
slater	Es que quieres cabrearme?	false		false				
anuncio	Busca ya una botella de la cremosidad de Butters	false		false				
slater	Esto a… ¿Vuelvo en otro rato?	false		false				
animador	No lo recuerdas? Pero recuerdas el número de tu tarjeta de crédito?	false		false				
cyril	Archer, eso es 	false		false				
jugador	¿Practicar un lunes? ¡Justo lo que yo quería hacer!	true	insinceridad,emocional	true	contrario	calidad	expectación	expresivo
lana	Oye, no te preocupes por AJ, ¿vale?	false		false				
randy	Fue bueno, Payton, pero hay que mejorar	false		false				
cartman	Tiene un sabor a humo y también a cloro	false		false				
criminal	No, gracias, no debería	false		false				
stan	Sí amigo, es una réplica de la corbata del Rey Enrique V	false		false				
pam	Á mí no me grite que no la he perdido. Intente volver sobre sus patos	false		false				
cartman	Bueno, no estoy jodiéndola y lo sabe	false		false				
lana	De las diez dobles	false		false				
criminal	Buena suerte con las cartas sangrientas	false		false				
krieger	Y literalmente	false		false				
pam	¡Eh! ¿Es mucho pedir durante la maldíta jordana laboral dos sesiones de ochenta minutos sin interrupciones para cagar?	false		false				
lana	Eso no es excusa... Espera esa es tu excusa?	false		false				
stan	Ustedes son la escoria del mundo! Los ancianos son víctimas de canales de venta y ustedes descansan en sus mansiones y ganan billones!	false		false				
lana	No	false		false				
lana	Oye, nos vamos en cinco minutos	false		false				
stan	Sí puede hacerle pruebas	false		false				
randy	A caso no ven. Ya que estamos en esto, deberíamos reemplazar el balón por un globo. Y quién atrape el globo correrá mientras el resto de los jugadores se abrazan	true	alusión,insinceridad	true	distinto	calidad,relevancia	expectación	representativo
kyle	Este sujeto intenta timarnos podemos ir a otro lado	false		false				
lana	Por qué iba a traer cerveza?	false		false				
archer	Sí, idiota y también varias balas	false		false				
cyril	Y mientras sacamos AJ de aquí, tú qué vas a hacer?	false		false				
randy	Momento, momento, wow. ¿Qué mierda es esa?	false		false				
criminal	Mucho, venga, ahora meta la secuencia de datos...	false		false				
dependiente de oro	Qué esmeralda le gusta	false		false				
slater	Sí, Conway Stern. ¿Preguntas?	false		false				
archer	Sí	false		false				
criminal	Sí ya la tengo. Qué bien!	false		false				
krieger	Sí, pero 	false		false				
stan	Tiene idea de como se sentiría comenzar a perder sus recuerdos? No, porque ninguno de sus familiares está sufriendo de alzheimer, pues yo sí	false		false				
rodger goodell	Como comisionado de NFL, me entusiasma ver que la joventud de nuestro país acepta el sarcasmobol sobre el futbol tradicional. ¿Pero, por qué detenernos allí? Como futbol es de bárbaros, nosotros deberíamos cambiar también. Le demos la bienvenida al nuevo entrenador de Broncos de Denver, Randy Marsh. Felicitaciones Marsh, buen trabajo	true	insinceridad,alusión,emocional	true	distinto	calidad		representativo,expresivo,declarativo
lana	¿Lo dices porque tienes hambre?	true		false		calidad	expectación	representativo
archer	A tu ridículo, qué es un tipi?	false		false				
cartman	Qué dijo?	false		false				
dependiente de oro	Bienvenido, bienvenido a la tienda de despeto	false		false				
cartman	Como verá, quiero evitar los intermediarios. Quiero comprarles sus joyas directamente a ustedes para... Hijos de puta!	false		false				
archer	Después de puñalarme, literalmente, por la espalda	false		false				
archer	Sí. ¿Puedo empezar, yo? ¿Os importa si empiezo yo? Tú estás como una puta cabra	false		false				
criminal	Esos tíos. Qué imbéciles! No?	false		false				
cheryl	¿Qué haces Ley?	false		false				
madre de stan	¿No ves qué este deporte le hizo a su padre? ¿Acaso quieres terminar como él?	false		false				
espectador	¡Sí, soy fanático de todas tus temas de moda!	true	insinceridad,emocional	true	distinto	calidad		expresivo
archer	Claro que lo vamos a hablar luego, te lo prometo	false		false				
madre de stan	¿Randy, te lo piensas?	false		false				
archer	Ni tú. Me de igual que seaís el presidente y la primera dama de Brasilia de visita en América de buena voluntad para los sedes de los servicios de la inteligencia. El coronel Lando de las fuerzas especiales no trabaja para tí.  Aunque, la tapadera, la has clavado	false		false				
ray	Qué ha dicho?	false		false				
todos	¿Eso qué es?	false		false				
archer	No, en serio	true	alusión,emocional,insinceridad	false	contrario	calidad		representativo
slater	De acuerdo, pero porque yo quiero. Uno de nuestros, pues supongo que podemos llamarlos freelance.	false		false				
conway	No me jodas	false		false				
butters	Oh, siento, lo siento. Todos tenemos un relleno cremoso, Eric. Y muchos tenemos tantos sentimientos que de vez en cuanto se escapan. Muchas veces que estoy durmiendo, y en especial, si estoy teniendo sueños hermosos que me hacen sentir bien. A veces me despierto y cuando lo hago, me doy cuenta de que mi cremosidad se salió. Oy, Dios, esta vez fue mucho. Pero siempre me aseguro guardarla por si me quedo sin mis sentimientos de felicidad	false		false				
butters	Mi cremosidad no sale todas las noches, pero va seguro de estar abastecido	false		false				
criminal	Eres él que está desangrando	false		false				
lana	¡Eh!	false		false				
archer	Archerizar este plan	false		false				
archer	Callados y esperad a mi señal	false		false				
criminal	Solo ese	false		false				
butters	¿Qué es sarcasmo y qué es esperma?	false		false				
sujeto de comprar oro 4	Así es, quien lo rimó, nos timó	false		false				
butters	Sí, pero no puedo ser el capitán. Soy malo en todo	false		false				
cheryl	El mexicano negro	false		false				
criminal	Espere, espere	false		false				
archer	No señor Archer, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central	false		false				
guardia	Y su identificación, por favor	false		false				
stan	Y en la escuela no hacemos las jugadas ya que son peligrosas	false		false				
animador	Mali tiene el globo. Está deciendo cosas muy lindas sobre el otro equipo. Malin se encuentra con G Woodly. Le entrega el globo a Woodly. El árbitro se acerca. El árbitro decide que es una notación. Espera, ahora se acerca otro árbitro y señala que es un punto en contra	false		false				
abuelo	Algún día le gustarán, le gustarán mucho. Ella es un beba todavía. 	false		false				
dependiente de oro	Muy buena elección. Es muy hermosa, miren es muy hermosa	false		false				
archer	Baruk?	false		false				
cheryl	Primero, lo del mes pasado no fue violencia homófoba	false		false				
archer	Y ya estoy haciendo de canguro de que claramente sí es un bebé	false		false				
archer	Estáis jugando al strip poker?	false		false				
butters	Mi salchicha está dura como una flecha	false		false				
lana	Mi?	false		false				
lana	Pero, podrías haber conseguido el disco tú solo. ¿Para qué nos has hecho venir?	false		false				
stan	No collar de oro con diamantes	false		false				
malory	Por favor, es un esqueleto de bebé	false		false				
randy	Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Que miles de personas juegen el sarcasmobol y terminen como yo!	true	insinceridad,emocional	true	distinto	calidad	expectación	expresivo,representativo
un niño	No recuerdo si debemos abrazar el defensor o decirle algo lindo. Estoy confundido	false		false				
criminal	Dónde cojones está el botiquín	false		false				
criminal	Así?	false		false				
slater	Me voy	false		false				
stan	Esta corbata cuesta seis mil dólares	false		false				
malory	tiene	false		false				
criminal	Claro que sí. Puedo cogerla?	false		false				
dependiente de oro	De acuerdo, de siete capas, pero esto es mi mejor oferta	false		false				
dependiente de oro	Son diamantes genuinos, verdad?	false		false				
lana	Acabo de hacer. A ver dónde está y cuál es la información	false		false				
conway	Como una mujer despechada, ¿te acuerdas de que te despeché un poco la última vez que nos vimos?	false		false				
archer	Cómo que no? Y se ve que es una bromista, pero le aseguro señor Archer, que todo esto es muy real	false		false				
krieger	Bueno, ¿qué tal? ¿Cómo te va?	false		false				
archer	¿Qué te importa, Lana?	false		false				
cartman	Butters, tú entiendes este juego mejor que nadie	false		false				
kyle	¿Eh, cómo es que no tenemos un entrenador?	false		false				
cyril	Nos vamos ya?	false		false				
slater	Sí, ese Ley te da secas, una sola palabra y…	false		false				
archer	Hola, chicos	false		false				
cyril	Yo no te jodo	false		false				
animador	Lo cierto es que el juego es muy emocionante. Y un juego emocionante que terminó en cero a cero es un juego que quiero ver dos veces. Es un juego que quiero ver cuatro veces. Oye esto, quiero ver este juego cinco veces. Buena suerte el domingo. Seguro que será otro juego que querré ver dos veces. Oye esto, trece veces	true	insinceridad	true	distinto	calidad,cantidad	expectación	expresivo,comisivo
malory	Tóma ya, actos se estudian	false		false				
malory	En los cojínes de sofá no he estado	false		false				
conway	Creo que sufro una conmoción. El infierno no conoce ira, ¿eh?	false		false				
cheryl	Haber cruzado el río grande?	true	alusión	false		relevancia		representativo
cyril	Cuando cerramos, aquel tipo	false		false				
conway	¿Su hija es tuya?	false		false				
padre de butters	Oh, bien, Butters. Es la brújula de amistad. Cuando hay amigos tuyos en el área, tu pequeña brújula indica donde están. Apunta hacia arriba, porque Jesús es tu amigo	false		false				
ray	Rondie, era el que estaba pensando	false		false				
randy	Mi hijo está jugando a ese juego ahora. Me alegra el corazón ver como usted se preocupa por su seguridad	true	insinceridad,emocional	true	distinto	calidad	expectación	expresivo,representativo
randy	Gracias, comisionado. Me emociona formar parte de todo esto, gracias	true	insinceridad,emocional	false	contrario	calidad		expresivo
cheryl	Creía que era la cuija	false		false				
cartman	No sé, creo que llevaría esa de allí	false		false				
archer	Ya lo sé	false		false				
lana	A él, Slater dice que has estado genial	false		false				
butters	No Eric, eres un jugador genial	false		false				
empresario	Quien lo negó, lo proveyó	false		false				
criminal	Recargando, no sé para qué lo digo en voz alta	false		false				
criminal	Porque así lo siguiente será mucho más fácil, bueno para mí	false		false				
butters	Bien hecho niño	false		false				
abuelo	Oh, para mí? Oh, dios mío, allí está, el viejo Patches con su caríta de felizidad. Gracias Villy, significa mucho para mí. Villy, esa corbata que usas, no sé de dónde la sacaste pero es supergay	false		false				
dependiente de oro	Pagué miles, y usted me jode	false		false				
lana	Se me ocurren unas cuántas más	false		false				
guardia	Su identificación, coronel	false		false				
malory	Y como le hayas tocado un solo pelo en su cabecíta castaña, te voy a	false		false				
cheryl	Porque te voy a molar los sesos en las escaleras de color	false		false				
criminal	Y haberle contado lo que estoy haciendo ha sido claramente para despistar. Vale?	false		false				
pam	No, es que aquí hace un calor de cojones	false		false				
stan	Un burrito de seis capas?	false		false				
stan	No?	false		false				
archer	Oh, por un momento creía que eráis Lana	false		false				
sharon	Es una hermosura, papá, gracias. Oy, mañana les toman los fotos escolares, también puede usarla	false		false				
archer	Es que estás de su lado? Ese cabrón ha amenazado a hacer daño a AJ. Que ahora que lo pienso es la culpable de todo esto...	false		false				
randy	Gracias, Jim, porque esa siempre fue mi intención desde que se me ocurrió la idea, sabía que iba a terminarse de este modo	true	insinceridad	false	distinto	calidad		expresivo,representativo
archer	¿Y cuándo? ¿Por qué no quieres hablar de ello, Lana?	false		false				
criminal	Deje de decir eso	false		false				
ray	¿Tu sabes cómo eres? Si es alguien de aquí, seré yo	false		false				
archer	Pero voy a dar por hecho que ha pedido refuerzos	false		false				
archer	Sí	false		false				
archer	Por Dios, te tienes que relajar. Oh uah? Y no hay cerveza?	false		false				
animador	Sí, Jackson recibe un golpe real, y no estoy seguro de lo que hace ahora, pero	false		false				
vivian	Eh 37 15	false		false				
todos	Sí	false		false				
cilo	Amo el sarcasmobol. Es mucho mejor que el futbol. Me alegra que no haya violencia en los deportes. Y el sarcasmobol es más divertido para ver	true	insinceridad,emocional	true	contrario	calidad	expectación	expresivo
randy	Sí, sí, hagámos esto, la economía está en excusado, se acerca una elección importante, pero la prioridad de este país debe ser que el futbol sea más seguro	true	insinceridad,alusión	true	distinto	calidad	expectación	representativo,directivo
mr. mackey	Sí, decidíamos que sin las patadas por la preocupación creciente de las conmociones, m'kay	false		false				
krieger	No, no dispares. Allí está el bebé	false		false				
malory	Eso también	false		false				
archer	Vale, sí, ten cuidado. 	false		false				
slater	En fin, hasta que encuentren el topo y lo saquen, necesito que hagas canguro	false		false				
malory	El señor Slater	false		false				
archer	Y quítate ese chisme tan ridículo	false		false				
archer	Sí, Lana, en serio. ¿Por qué mi madre no es apta para criar a AJ?	false		false				
cheryl	En Cánada no funciona nada	false		false				
cheryl	Parece que quiere ocultarlo	false		false				
randy	Eso es	false		false				
ray	Esto no se ve todos los días	false		false				
criminal	Oye, oye, tienes que escuchar, no sé qué pasa aquí, pero tienes que darme la niña.	false		false				
todos	¿Qué?	false		false				
malory	Estaba allí en el cochecíto, me puse una copa, llamó mi peletero, por cierto, me roba descaradamente. Llamé a la imigración para intentar que le deportaran a su padre. Me puse otra copa, pero no quedaba hielo, así que, ¡ah!	false		false				
butters	Sé positivo, Stan. Chicos, abracense, abracense. ¿Bien, qué está ocurriendo aquí?	false		false				
archer	Vale	true	insinceridad,alusión	false	contrario	calidad	expectación	expresivo
lana	Y calla. ¿Y qué operación está llevando a cabo CIA en Argentina?	false		false				
randy	Gracias, Jim	false		false				
slater	Sí por los oídos, cállate!	false		false				
criminal	Perfecto!	false		false				
slater	En fin, lo llevaba un piso Franco de la CIA, pero nos estaba esperando varios de sus ex compañeros y he tenido que salir a tiros	false		false				
archer	Pero cómo sabían dónde? Por Dios, habrá un topo en la CIA?	false		false				
médico	¿En serio? ¿Cree que hay una relación entre el sarcasmo y el sarcasmobol de verdad? ¡Qué fascinante, continúe por favor!	true	insinceridad,alusión	false	distinto	calidad		expresivo,representativo
animador	Vivian, acabas de conseguir un regalo. Cómo es tu apellido, corazón?	false		false				
lana	No te queda azúcar	false		false				
lana	Bueno, puede… Aunque tiene mala pinta	false		false				
randy	Oh, sí, porque tengo mucho tiempo para eso, Sharon. De hecho por qué no preparas una cena de cuatro platos para todos, mejor una cena de siete platos.	true	insinceridad,alusión	true	distinto	calidad,cantidad		representativo,directivo
malory	Y los demás, no veo la necesidad de contarle a Lana lo sucedido. ¿Entendido?	false		false				
archer	¿Quién eres? Eh espera, no recuerdo	false		false				
malory	¿Dónde está?	false		false				
lana	Archer, no te	false		false				
niño	¡Ay, sí!	false		false				
dependiente de oro	Bienvenidos a Tac Bell, les gustan nuestros doritos locos tacos?	false		false				
stan	Quiero saber cuánto ofrece por esta corbata de oro y diamantes	false		false				
criminal	A dónde creía que va? 	false		false				
slater	Y cien grandes	false		false				
lana	A ti, te he quitado un punto porque Pam estaba dando a AJ salchichas para comer	false		false				
animador	Parece como si estuviera buscando sus llaves, Dan	false		false				
lana	¿Solo Bourbon?	false		false				
criminal	Yo	false		false				
animador	Jackson se detuvo a las 45 y se levanta lentamente 	false		false				
cartman	Amigo, es supergay	false		false				
butters	Perdón	false		false				
malory	Vale ya Sterling, algo habrías hecho, estoy segura. Pero ahora tienes la ocasión de enmendarlo, algo que no es muy frecuente	false		false				
criminal	Sí en el sueño improbable en el 23 de Lexington...	false		false				
kyle	Esa es la equación para crear el oro?	false		false				
randy	¿Ah?	false		false				
stan	Gracias	false		false				
archer	No hasta que me tome este batido de mate y caña con una nube de tres en uno	false		false				
conway	Sí, hombre, todos lo veímos venir. ¡Suéltalas!	true	alusión,insinceridad	false	distinto	calidad	expectación	expresivo,directivo
cartman	¿Quién lo necesita? Tenemos a Butters	false		false				
archer	Literalmente	false		false				
animador	Bien amigos, estamos a la mitade de nuestra transmisión de hoy. Quieren aprovechar las ofertas? Llamen ya!	false		false				
abuelo	Es un buena idea	false		false				
animadoras de denver	¡Wohoo! ¡Vamos Broncos, vamos! ¡Qué alegría de mierda!	true	insinceridad,emocional	false	distinto	calidad,manera	expectación	directivo,expresivo
butters	¿Qué, qué? ¿Oh? ¡Oh! ¡Papá! Volvió a ocurrir. Volvió a salirse mi cremosidad	false		false				
criminal	Perdón?	false		false				
stan	No estamos siendo sarcásticos papá. ¿Es tan difícil creer que realmente disfrutamos de un juego sin violencia? ¿Te cuesta tanto creer que cuando Butters dice que la competitividad no puede estar compasiva, está siendo sincero?	false		false				
cartman	Estoy en el negocio de reventa, pero no consigo suficientes joyas de la gente, así que quiero comprar las suyas	false		false				
ray	Está en la caja fuerte!	false		false				
malory	¡Te voy a matar!	false		false				
lana	Conway, coge lo que necesites, me figuro que unas pilas nuevas, y vamos a sacarte da aquí.	true	insinceridad	false	distinto	calidad		directivo
criminal	Espero no tener que llegar hasta eso	false		false				
stan	Es la misma corbata que tenía el Rey Enrique V	false		false				
archer	Vale	false		false				
stan	Cartman, eres idiota	false		false				
archer	Coño	false		false				
criminal	Ha contratado a un canguro, hola soy Maní	false		false				
animador	Randy, primero permiteme agradecerte por tomar un juego que amamos y convertirlo en una pesadilla. ¡Muy bien hecho!	true	insinceridad,emocional	false	distinto	calidad	expectación	expresivo
criminal	Se lo diré de todas formas, lo estoy usando para colocar mi programa de espía ultramoderna en la sede de CIA para que la inteligencia paquistaní sepa todo lo que hacen en tiempo real	false		false				
randy	Oh, sí soy el que inventó el sarcasmobol. No hay manera de que sepa cómo entrenarlos	true	insinceridad,alusión	false	distinto	calidad	expectación	representativo
stan	Butters, eres malo en todos los deportes	false		false				
randy	Sube al auto, Stan. Nos vamos a la casa	false		false				
randy	Ah, bien hecho, árbitros del juego	true	insinceridad,alusión	false	contrario	calidad	expectación	expresivo
cheryl	Vale, pues, lo veo pero el espía tiene un arma. Creo que está robando al señor Archer	false		false				
slater	Ah, en fin, lo han descubierto. La inteligencia Argentina va por él y hay que sacarlo de allí cagando leches	false		false				
criminal	Tu puta madre, me has disparado!	false		false				
ray	Y por lo visto le va muy bien	false		false				
criminal	Solo es una de las muchísimas otras cosas que podría estar haciendo	false		false				
randy	Stan, Stan	false		false				
lana	Vamos a hablar de beber tres litros de mexicanos negors antes de conducir con tu hija y un actuante dentro	false		false				
malory	¿Por qué no te callas? Tengo que pensar	false		false				
lana	Desde luego estás conmocionado	false		false				
criminal	Y de dónde viene lo de piso franco, verdad? Tendrían que llamarlos pisos sin nombre. Pero aquí estoy a salvo, no?	false		false				
kyle	"""Y si lo llevas a uno de esos lugares de empeño. En cada dos cuadras hay un sujeto con un cartel que dice: """"compramos oro"""". Mucha gente lo hace"""	false		false				
lana	Uh	false		false				
todos	Sí	false		false				
malory	¿A quién iban a elegir si no?	false		false				
malory	Cyril, ponle a cría salvo	false		false				
conway	No puedo, no tengo la infromación	false		false				
stan	Lo siento, mi papá está tomándose el sarcasmobol profesional muy en serio	false		false				
randy	Sí, somos tus padres, no podemos decirte qué hacer	true	insinceridad,alusión	false	contrario	calidad	norma	representativo
archer	Si nos pasa algo a los dos, ¿quién se hará cargo de la niña?	false		false				
archer	Y por qué me cuentas esto?	false		false				
cyril	Pues ahora que lo dices, sí se le veía un poco nervioso	false		false				
archer	Y yo. Pagar por pasar veintiquatro horas en una yurta es sin duda la tontería más grande que has hecho	false		false				
mr. mackey	Eh, salgan del campo, m'kay	false		false				
archer	Pero te lo dije por tu bien	false		false				
cyril	Así es justo cómo murió Bret	false		false				
lana	No me parece el momento para hablar de eso	false		false				
criminal	Ya la cerramos con llave?	false		false				
malory	Lana, supongo que era una analogía deportiva para hacernos de menos, pero aceptamos la misión. ¿Verdad Sterling?	false		false				
espectador	¡Duro con ellos! ¡Amor con compasión!	true	insinceridad,alusión	false	distinto	calidad		directivo
archer	Antes de que me dispares, puedo decirte una cosa?	false		false				
criminal	Bueno vale	false		false				
dependiente de oro	Oro de cuatorce quilates, o sea cuatorce dólares al gramo en el mercado, tenemos unos cuatro grámos. Esto es una pérdida de tiempo. Puedo ofrecerte un burrito de seis capas por esto	false		false				
randy	Papá, no deberías gastar el dinero de tu jubilación en frivolidades. Deberías guardarlo para cuando te mueras y ese dinero es nuestro	false		false				
lana	Aún así mentiste cuando me dijiste que no ibas a beber	false		false				
criminal	De mi primo, la que me diste no daba pego, y pensé que con una de verdad me metería más en el papel	false		false				
archer	Te lo dije	false		false				
cartman	Y ese brazaleta de tanzanita nueve noventa y cinco	false		false				
randy	Perdón, perdón, momento, no debo ser sarcástico. Volveré a intentar. Escuchen todos, si permiten que sus hijos jueguen a sarcasmobol, son unos genios.	true	insinceridad	false	distinto	calidad		expresivo,representativo
lana	Hablemos de esto luego	false		false				
malory	Idiota, todavía no come sólidos!	false		false				
archer	No	false		false				
criminal	Eso es muy cañero	false		false				
animador	Y con eso los Browns están listos para batir el balón contra los Broncos	false		false				
criminal	Yo creo que lo he bordado	false		false				
stan	De qué estás hablando?	false		false				
slater	Bueno, no vamos a poner un par de novatos sin experiencia en la lineación inicial de la amenaza…	false		false				
kyle	No podemos	false		false				
archer	Oh, por favor, sabemos que es Buenos Aires	false		false				
criminal	Se ha ido?	false		false				
dependiente de oro	Bien, ocho dólares	false		false				
animador	Bienvenidos a Rome, donde hablamos de sarcasmobol. No puedo esperar. No puedo esperar para hablar de sarcasmobol porque es tan interesante. Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmobol, Randy Marsh. Gracias por estar aquí Randy, estoy feliz de que estés en el programa.	true	insinceridad	false	distinto	claidad,cantidad		representativo,expresivo
cheryl	Vuélvete a Canadá, Ben Jhonsson!	false		false				
malory	Lo sabía, en el fondo de mi corazón, sabía que era de los buenos	true	insinceridad	true	contrario	calidad		expresivo
pam	Pues si no vamos a jugar al poker	false		false				
slater	Porque pusiste en pelígro su misión	false		false				
slater	Esperé que ya haya pasado. Creía que iban a reformar este sitio	false		false				
niño	Hola, cuánto me ofrecerías por esto?	false		false				
cyril	No es el sueño improvisable?	false		false				
cheryl	Mal y en exceso	false		false				
malory	Krieger, andabamos allí cuando fui a buscar hielo. Vamos al laboratorio de ese monstruo	false		false				
lana	Porque estaré sin móvil, así que si ves que no eres capaz de 	false		false				
conway	Mentía. es mi verdadero nombre	false		false				
ray	Pero bueno	false		false				
krieger	No, esperad, el osíto está por aquí, o estaba. Os juro que… ¿Osíto?	false		false				
butters	¿Y creemos que North va a llevarse la victoria solo porque son más amables que nosotros? La amabilidad, la llevamos adentro. Cuando el enémigo sea amable, nosotros le devolvemos la amabilidad. Si nos dan dos calvos, les damos tres.	false		false				
archer	Chúpamela	false		false				
madre de stan	¿Cómo se soluciona, doctor?	false		false				
abuelo	Ves eso, Villy? Es una esmeralda en oro de cuatorce quilates. Crees que le gustaría algo así a tu hermanita?	false		false				
randy	¡Boom! ¿Vieron ese golpe?	false		false				
pam	Cago en la leche	false		false				
mr. mackey	¿Y a los alumnos les gustará eso?	false		false				
médico	¿Sabe qué? Tengo un paciente de cincuenta años con alzheimer esperándome que no recuerda ni a su familia. Olvidémonos de él y concentrémonos en los supuestos efectos del sarcasmobol en el cerebro	true	insinceridad	true	distinto	calidad	norma	directivo,representativo
kyle	Eso cuesta tanto?	false		false				
lana	No se compra, hombre, se	false		false				
conway	Horatio Kane	false		false				
dependiente de oro	Qué buen ojo! Es muy listo! Se aprovecha de mí, le gusta joder a mujeres asiáticas?	false		false				
archer	Yo qué sé, digo yo qué será	false		false				
sujeto de comprar oro 2	Lo han entendido mal. Las joyas que venden en eso canales ni siquiera son las nuestras. Son de la India, del mismo lugar de qué proviene sus refranes	false		false				
vivian	Oooo... Me llamo Vivian	false		false				
conway	¿De dónde? ¿Del coño de tu madre?	true	alusión	true	distinto	manera,calidad,relevancia	expectación	representativo
stan	Ah, sí esto podría funcionar	false		false				
